ID_Atividade;Versão;ID_Projeto;Código_Projeto;Código_Projeto:Código_Projeto;Descrição_Atividade;Conclusão_Atividade;Gestor_Atividade;Data_Início;Data_Fim;Duração_Atividades;Documentos_Associados;Código_Projeto:ID;Código_Projeto:ID_Projeto;Tipo_Atividade;Modificado;Modificado por;Evento_IntervençãoCOM
AT/002/PR/079/2022;8.0;;116;PR/079/2022;Levantamento de requisitos técnicos;Sim;;01/04/2023;15/04/2023;14;0;116;Sistema de Gestão Documental;Atividade;12/10/2023 04:29;João Pinto Dutra;False
AT/003/PR/079/2022;10.0;;116;PR/079/2022;Aquisição da plataforma informática;Não;;01/09/2023;30/09/2023;29;0;116;Sistema de Gestão Documental;Marco;12/10/2023 04:29;João Pinto Dutra;False
AT/004/PR/079/2022;9.0;;116;PR/079/2022;Configuração e testes da plataforma informática;Não;;03/10/2023;10/11/2023;38;0;116;Sistema de Gestão Documental;Atividade;12/10/2023 04:29;João Pinto Dutra;False
AT/005/PR/079/2022;8.0;;116;PR/079/2022;Formação;Não;;14/11/2023;30/11/2023;16;0;116;Sistema de Gestão Documental;Atividade;12/10/2023 04:29;João Pinto Dutra;False
AT/009/PR/001/2018;3.0;;14;PR/001/2018;Encerramento do Projeto;Não;Manuel Cabugueira;30/03/2023;31/03/2023;1;0;14;SAMA CRIA;Evento;12/10/2023 02:16;João Pinto Dutra;False
AT/008/PR/001/2019;4.0;;15;PR/001/2019;Gestão de projeto;Sim;Manuel Cabugueira;01/11/2019;30/06/2022;972;0;15;IA2AI;Atividade;12/10/2023 02:15;João Pinto Dutra;False
AT/009/PR/001/2019;3.0;;15;PR/001/2019;Encerramento de projeto;Não;Manuel Cabugueira;30/03/2023;31/03/2023;1;0;15;IA2AI;Evento;12/10/2023 02:16;João Pinto Dutra;False
AT/001/PR/001/2020;7.0;;16;PR/001/2020;Atualização da informação estatística padronizada;Sim;Manuel Cabugueira;01/08/2022;31/12/2022;152;0;16;SIBER;Atividade;12/10/2023 02:17;João Pinto Dutra;False
AT/002/PR/001/2020;8.0;;16;PR/001/2020;Estudo de boas práticas sobre uso de estatística padronizada ;Sim;Manuel Cabugueira;21/10/2021;30/06/2022;252;0;16;SIBER;Entregável;12/10/2023 02:17;João Pinto Dutra;False
AT/003/PR/001/2020;7.0;;16;PR/001/2020;Proposta para uso estatística padronizada nível europeu;Sim;Manuel Cabugueira;30/06/2022;31/12/2022;184;0;16;SIBER;Entregável;12/10/2023 02:17;João Pinto Dutra;False
AT/004/PR/001/2020;8.0;;16;PR/001/2020;Sessão de apresentação de resultados e discussão sobre a utilização de estatística padronizada;Não;Manuel Cabugueira;01/06/2023;31/07/2023;60;0;16;SIBER;Evento;12/10/2023 02:17;João Pinto Dutra;False
AT/001/PR/001/2021;6.0;;20;PR/001/2021;Protótipo de IA para análise de legislação europeia;Não;;03/11/2022;01/12/2023;393;0;20;AI4AI@EU;Atividade;12/10/2023 02:21;João Pinto Dutra;False
AT/002/PR/001/2021;5.0;;20;PR/001/2021;Algoritmo de comparação de textos legais ;Não;;03/11/2022;01/12/2023;393;0;20;AI4AI@EU;Atividade;12/10/2023 02:21;João Pinto Dutra;False
AT/001/PR/004/2022;6.0;;33;PR/004/2022;Proposta de modelo para o CAMPUSAPP;Sim;;14/06/2022;30/08/2022;77;0;33;CampusAPP;Entregável;12/10/2023 02:37;João Pinto Dutra;False
AT/002/PR/004/2022;4.0;;33;PR/004/2022;Proposta de revisão orgânica dos Gabinetes de Planeamento;Sim;;01/07/2022;31/12/2022;183;0;33;CampusAPP;Entregável;12/10/2023 02:37;João Pinto Dutra;False
AT/005/PR/006/2022;5.0;;6;PR/006/2022;Consultoria de perito em análise input-output;Não;;13/09/2022;31/12/2023;474;0;6;Ferramenta de Análise de impactos económicos à escala regional;Atividade;27/10/2023 06:42;Gonçalo Marçal;False
AT/007/PR/009/2022;6.0;;7;PR/009/2022;Produção de informação de apoio aos debates Lab2050;Sim;;01/01/2023;30/10/2023;302;0;7;Laboratório colaborativo de prospetiva – LAB2050.PT;Atividade;26/10/2023 02:21;Fronika de Wit;False
AT/008/PR/009/2022;4.0;;7;PR/009/2022;Realização de 8 eventos Lab2050 de âmbito regional segundo o modelo World Café;Sim;;01/01/2023;30/09/2023;272;0;7;Laboratório colaborativo de prospetiva – LAB2050.PT;Evento;12/10/2023 02:58;João Pinto Dutra;False
AT/009/PR/009/2022;5.0;;7;PR/009/2022;“10 milhões de futuros”;Sim;;01/06/2023;01/06/2023;0;0;7;Laboratório colaborativo de prospetiva – LAB2050.PT;Entregável;26/10/2023 02:20;Fronika de Wit;False
AT/010/PR/009/2022;4.0;;7;PR/009/2022;Congresso Utopia, Prospetiva, Política;Não;;28/10/2023;28/10/2023;0;0;7;Laboratório colaborativo de prospetiva – LAB2050.PT;Evento;12/10/2023 02:59;João Pinto Dutra;False
AT/011/PR/009/2022;6.0;;7;PR/009/2022;Congresso do Futuro;Cancelado;;19/11/2023;19/11/2023;0;0;7;Laboratório colaborativo de prospetiva – LAB2050.PT;Evento;26/10/2023 02:20;Fronika de Wit;False
AT/001/PR/015/2022;6.0;;3;PR/015/2022;Desenvovimento de templates e recolha de informação;Sim;;01/09/2022;31/12/2022;121;0;3;Sistema de gestão de projetos no PlanAPP;Atividade;12/10/2023 03:26;João Pinto Dutra;False
AT/002/PR/015/2022;5.0;;3;PR/015/2022;Desenvolvimento de um SI de gestão;Não;;08/11/2022;01/06/2023;205;0;3;Sistema de gestão de projetos no PlanAPP;Entregável;12/10/2023 03:26;João Pinto Dutra;False
AT/001/PR/020/2022;7.0;;26;PR/020/2022;Preparação e desenvolvimento de metodologia;Sim;;01/01/2022;30/04/2022;119;0;26;Mapa de competências dos trabalhadores do PlanAPP;Atividade;12/10/2023 03:39;João Pinto Dutra;False
AT/002/PR/020/2022;6.0;;26;PR/020/2022;criação de Base de dados protótipo do registo e análise do sistema de mapa de competências do PlanAPP;Sim;;05/01/2022;30/07/2022;206;0;26;Mapa de competências dos trabalhadores do PlanAPP;Atividade;12/10/2023 03:39;João Pinto Dutra;False
AT/003/PR/020/2022;6.0;;26;PR/020/2022;Construção de protótipo com 5 casos;Sim;;08/01/2022;31/08/2022;235;0;26;Mapa de competências dos trabalhadores do PlanAPP;Atividade;12/10/2023 03:39;João Pinto Dutra;False
AT/004/PR/020/2022;6.0;;26;PR/020/2022;Reunião com a direção para apresentar os resultados da fase de prototipagem ;Sim;;09/01/2022;09/01/2022;0;0;26;Mapa de competências dos trabalhadores do PlanAPP;Marco;18/07/2023 02:07;Hugo Moreira;False
AT/005/PR/020/2022;6.0;;26;PR/020/2022;Manual metodológico do sistema de gestão de competências do PlanAPP;Sim;;09/02/2022;30/09/2022;233;0;26;Mapa de competências dos trabalhadores do PlanAPP;Entregável;12/10/2023 03:38;João Pinto Dutra;False
AT/006/PR/020/2022;7.0;;26;PR/020/2022;Conformidade com RGPD;Sim;;10/01/2022;30/04/2023;475;0;26;Mapa de competências dos trabalhadores do PlanAPP;Atividade;18/07/2023 02:07;Hugo Moreira;False
AT/001/PR/021/2022;7.0;;27;PR/021/2022;Recolha de informação nos sites das instituições da AP;Sim;;01/08/2022;30/09/2022;60;0;27;Benchmarking de bibliotecas e apresentação de projeto de centro de recursos do PlanAPP;Atividade;12/10/2023 03:39;João Pinto Dutra;False
AT/002/PR/021/2022;6.0;;27;PR/021/2022;Elaboração do primeiro relatório e envio à Direção;Sim;;01/10/2022;15/10/2022;14;0;27;Benchmarking de bibliotecas e apresentação de projeto de centro de recursos do PlanAPP;Entregável;12/10/2023 03:39;João Pinto Dutra;False
AT/003/PR/021/2022;6.0;;27;PR/021/2022;Contacto com entidades da short list e visitas aos locais, acompanhadas de entrevistas;Sim;;01/11/2022;15/01/2023;75;0;27;Benchmarking de bibliotecas e apresentação de projeto de centro de recursos do PlanAPP;Atividade;12/10/2023 03:39;João Pinto Dutra;False
AT/004/PR/021/2022;5.0;;27;PR/021/2022;Elaboração da versão final do relatório de benchmarking;Sim;;15/01/2023;28/02/2023;44;0;27;Benchmarking de bibliotecas e apresentação de projeto de centro de recursos do PlanAPP;Entregável;06/07/2023 04:14;Hugo Moreira;False
AT/011/PR/026/2022;5.0;;34;PR/026/2022;Nota de Análise e Dashboard: Envelhecimento e Qualidade de Vida;Não;;01/08/2023;30/11/2023;121;0;34;Demografia e Políticas Públicas;Entregável;12/10/2023 03:54;João Pinto Dutra;False
AT/005/PR/027/2022;5.0;;35;PR/027/2022;Disponibilização dos 1º Resultados Monitorização das Grandes Opções;Não;;01/07/2023;30/09/2023;91;0;35;Agenda 2030 nos Instrumentos de Planeamento ;Marco;12/10/2023 03:55;João Pinto Dutra;False
AT/004/PR/029/2022;7.0;;37;PR/029/2022;Elaboração  do Relatório das Modalidadades de Horário de Trabalho e Período Normal de Trabalho na AP: evidência a partir dos Balanços Sociais 2021;Sim;;02/01/2023;26/01/2023;24;0;37;Estudo sobre a organização do tempo de trabalho e estudo-piloto da semana de 4 dias na AP;Atividade;12/10/2023 03:56;João Pinto Dutra;False
AT/005/PR/029/2022;7.0;;37;PR/029/2022;Elaboração da proposta de Inquérito a realizar aos trabalhadores e dirigentes da AP ;Sim;;26/01/2023;31/01/2023;5;0;37;Estudo sobre a organização do tempo de trabalho e estudo-piloto da semana de 4 dias na AP;Atividade;12/10/2023 03:56;João Pinto Dutra;False
AT/006/PR/029/2022;9.0;;37;PR/029/2022;Contratação da plataforma online de distribuição do inquérito ;Sim;;26/01/2023;15/05/2023;109;0;37;Estudo sobre a organização do tempo de trabalho e estudo-piloto da semana de 4 dias na AP;Marco;18/10/2023 03:26;Pedro Mazeda Gil;False
AT/007/PR/029/2022;8.0;;37;PR/029/2022;Implementação do inquérito na plataforma, piloto do inquérito  e correções ao inquérito;Sim;;15/05/2023;07/07/2023;53;0;37;Estudo sobre a organização do tempo de trabalho e estudo-piloto da semana de 4 dias na AP;Atividade;18/10/2023 03:27;Pedro Mazeda Gil;False
AT/008/PR/029/2022;8.0;;37;PR/029/2022;Distribuição e preenchimento do Inquérito;Sim;;07/07/2023;08/09/2023;63;0;37;Estudo sobre a organização do tempo de trabalho e estudo-piloto da semana de 4 dias na AP;Atividade;18/10/2023 03:26;Pedro Mazeda Gil;False
AT/009/PR/029/2022;8.0;;37;PR/029/2022;Análise dos dados recolhidos;Sim;;08/09/2023;22/09/2023;14;0;37;Estudo sobre a organização do tempo de trabalho e estudo-piloto da semana de 4 dias na AP;Atividade;18/10/2023 03:26;Pedro Mazeda Gil;False
AT/010/PR/029/2022;8.0;;37;PR/029/2022;Elaboração do Relatório Final;Não;;22/09/2023;20/10/2023;28;0;37;Estudo sobre a organização do tempo de trabalho e estudo-piloto da semana de 4 dias na AP;Entregável;18/10/2023 03:26;Pedro Mazeda Gil;False
AT/001/PR/030/2022;5.0;;38;PR/030/2022;Revisão de literatura sobre a dinâmica da produtividade das empresas e seus determinantes – intrínsecos e de contexto;Sim;;01/04/2022;15/07/2022;105;0;38;Estudos sobre a produtividade das empresas, cadeias de valor e empreendedorismo;Atividade;12/10/2023 03:56;João Pinto Dutra;False
AT/001/PR/031/2022;6.0;;39;PR/031/2022;Recolha e tratamento de microdados dos Quadros de Pessoal;Sim;;15/08/2022;31/08/2022;16;0;39;Estudos da dinâmica salarial e produtividade (dinâmica dos salários, quota do rendimento do trabalho, prémios salariais, relação salários reais e produtividade);Atividade;12/10/2023 03:57;João Pinto Dutra;False
AT/002/PR/031/2022;7.0;;39;PR/031/2022;"Elaboração de documento de trabalho ""Os salários em Portugal: evolução na última década"" para o Gabinete do Primeiro Ministro";Sim;;31/08/2022;10/10/2022;40;0;39;Estudos da dinâmica salarial e produtividade (dinâmica dos salários, quota do rendimento do trabalho, prémios salariais, relação salários reais e produtividade);Atividade;12/10/2023 03:56;João Pinto Dutra;False
AT/003/PR/031/2022;6.0;;39;PR/031/2022;"Elaboração da Nota de Análise ""Os salários em Portugal: evolução na última década""";Sim;;10/10/2022;04/01/2023;86;0;39;Estudos da dinâmica salarial e produtividade (dinâmica dos salários, quota do rendimento do trabalho, prémios salariais, relação salários reais e produtividade);Atividade;12/10/2023 03:56;João Pinto Dutra;False
AT/004/PR/033/2022;6.0;Avaliação ex-ante Simplex licenciamentos;41;PR/033/2022;Simplificação + no licenciamento comercial;Não;;01/02/2023;30/06/2023;149;0;41;Avaliação ex-ante dos diplomas em simplificação com Simplex licenciamentos;Atividade;12/10/2023 04:00;João Pinto Dutra;False
AT/005/PR/033/2022;6.0;Avaliação ex-ante Simplex licenciamentos;41;PR/033/2022;Simplificação + no licenciamento Agrícola ;Não;;01/02/2023;28/02/2023;27;0;41;Avaliação ex-ante dos diplomas em simplificação com Simplex licenciamentos;Atividade;12/10/2023 04:01;João Pinto Dutra;False
AT/004/PR/043/2022;6.0;;51;PR/043/2022;Avaliação curricular;Sim;;01/02/2023;28/02/2023;27;0;51;Implementação do SIADAP;Atividade;12/10/2023 04:07;João Pinto Dutra;False
AT/005/PR/043/2022;6.0;;51;PR/043/2022;Validação das avaliações relevantes e inadequados e reconhecimento de desempenhos excelentes;Sim;;01/02/2023;30/03/2023;57;0;51;Implementação do SIADAP;Marco;12/10/2023 04:07;João Pinto Dutra;False
AT/002/PR/046/2022;8.0;;55;PR/046/2022;Assinatura de protocolo com a Ordem dos Psicólogos - Av. Riscos Psicossociais;Não;;01/01/2023;31/03/2023;89;0;55;Elaboração do plano para um sistema de saúde e segurança no trabalho;Marco;12/10/2023 04:10;João Pinto Dutra;False
AT/003/PR/046/2022;8.0;;55;PR/046/2022;Formação dos psicólogos em Avaliação de Riscos Psicossociais;Não;;01/01/2023;31/03/2023;89;0;55;Elaboração do plano para um sistema de saúde e segurança no trabalho;Atividade;12/10/2023 04:10;João Pinto Dutra;False
AT/004/PR/046/2022;11.0;;55;PR/046/2022;Realização do Questionário de Satisfação;Não;;01/06/2023;30/06/2023;29;0;55;Elaboração do plano para um sistema de saúde e segurança no trabalho;Entregável;12/10/2023 04:10;João Pinto Dutra;False
AT/005/PR/046/2022;8.0;;55;PR/046/2022;Implementação do Programa 3 em Linha;Não;;01/03/2023;31/12/2023;305;0;55;Elaboração do plano para um sistema de saúde e segurança no trabalho;Atividade;12/10/2023 04:10;João Pinto Dutra;False
AT/003/PR/047/2022;6.0;;56;PR/047/2022;Elaboração do Regulamento da Formação -Revisão    ;Não;;01/01/2023;10/02/2023;40;0;56;Elaboração do plano de formação 2023;Atividade;12/10/2023 04:11;João Pinto Dutra;False
AT/004/PR/047/2022;7.0;;56;PR/047/2022;Implementação do Plano de Formação;Sim;;01/01/2023;31/01/2023;30;0;56;Elaboração do plano de formação 2023;Atividade;12/10/2023 04:11;João Pinto Dutra;False
AT/005/PR/047/2022;6.0;;56;PR/047/2022;Avaliação intermédia do Plano de Formação;Não;;01/02/2023;31/12/2023;333;0;56;Elaboração do plano de formação 2023;Atividade;12/10/2023 04:11;João Pinto Dutra;False
AT/006/PR/047/2022;5.0;;56;PR/047/2022;Relatório de avaliação do Plano de Formação de 2023;Não;;01/01/2024;31/01/2024;30;0;56;Elaboração do plano de formação 2023;Entregável;12/10/2023 04:11;João Pinto Dutra;False
AT/011/PR/051/2022;6.0;;89;PR/051/2022;Comunicações + Headsets + Telefones TEAMS;Sim;;13/01/2023;26/04/2023;103;0;89;Criação do ambiente tecnológico e aplicacional do PlanAPP;Entregável;26/09/2023 07:42;César Rosa;False
AT/012/PR/051/2022;6.0;;89;PR/051/2022;Infraestrutura PlanAPP - HCI / Onprem;Não;;01/09/2023;30/10/2023;59;0;89;Criação do ambiente tecnológico e aplicacional do PlanAPP;Entregável;12/10/2023 04:12;João Pinto Dutra;False
AT/013/PR/051/2022;6.0;;89;PR/051/2022;Manutenção Corretiva e Evolutiva SIAIL - Sistema de Informação de Avaliação de Impacto;Não;;18/01/2023;16/10/2023;271;0;89;Criação do ambiente tecnológico e aplicacional do PlanAPP;Entregável;12/10/2023 04:12;João Pinto Dutra;False
AT/006/PR/053/2022;6.0;;91;PR/053/2022;Guia sobre Análises de Avaliabilidade ;Não;;01/02/2023;30/09/2023;241;0;91;Instrumentos de suporte à Avaliação de PP;Entregável;21/08/2023 06:59;Catarina Cristino Pereira;False
AT/007/PR/053/2022;6.0;;91;PR/053/2022;Critérios de avaliação de políticas públicas ;Sim;;01/02/2023;15/05/2023;103;0;91;Instrumentos de suporte à Avaliação de PP;Atividade;21/08/2023 06:59;Catarina Cristino Pereira;False
AT/001/PR/055/2022;6.0;;92;PR/055/2022;Termos de Referência;Sim;;01/05/2022;19/07/2022;79;0;92;Avaliação OPJP;Entregável;12/10/2023 04:12;João Pinto Dutra;False
AT/002/PR/055/2022;6.0;;92;PR/055/2022;Relatório Metodológico;Sim;;20/07/2022;14/10/2022;86;0;92;Avaliação OPJP;Entregável;12/10/2023 04:12;João Pinto Dutra;False
AT/003/PR/055/2022;5.0;;92;PR/055/2022;Relatório Preliminar;Sim;;17/10/2022;31/03/2023;165;0;92;Avaliação OPJP;Entregável;01/08/2023 04:42;Manuel Abrantes;False
AT/004/PR/055/2022;6.0;;92;PR/055/2022;Relatório Final;Sim;;03/04/2023;28/04/2023;25;0;92;Avaliação OPJP;Entregável;19/10/2023 08:08;Manuel Abrantes;False
AT/005/PR/055/2022;5.0;;92;PR/055/2022;Documento síntese;Não;;01/05/2023;12/05/2023;11;0;92;Avaliação OPJP;Entregável;12/10/2023 04:12;João Pinto Dutra;False
AT/001/PR/058/2022;6.0;;96;PR/058/2022;Levantamento e análise dos Instrumentos de Planeamento;Sim;;05/01/2022;22/06/2022;168;0;96;Plano plurianual de avaliação;Atividade;12/10/2023 04:13;João Pinto Dutra;False
AT/002/PR/058/2022;6.0;;96;PR/058/2022;Organizar reuniões com decisores/avaliadores nos ministérios para identificar as suas prioridades e necessidades.;Não;;10/01/2023;31/03/2024;446;0;96;Plano plurianual de avaliação;Evento;12/10/2023 04:13;João Pinto Dutra;False
AT/003/PR/058/2022;5.0;;96;PR/058/2022;Conceber o plano de ação para a criação de uma agenda plurianual de avaliação de PP;Não;;04/01/2023;30/04/2024;482;0;96;Plano plurianual de avaliação;Atividade;12/10/2023 04:12;João Pinto Dutra;False
AT/004/PR/058/2022;6.0;;96;PR/058/2022;Publicar a agenda de avaliação plurianual ;Não;;30/04/2023;30/12/2024;610;0;96;Plano plurianual de avaliação;Marco;12/10/2023 04:13;João Pinto Dutra;False
AT/001/PR/060/2022;8.0;;98;PR/060/2022;Relatório de entrevistas a atores chave;Sim;;16/11/2022;13/12/2022;27;0;98;Modelo de Institucionalização de Avaliação de Políticas;Entregável;12/10/2023 04:14;João Pinto Dutra;False
AT/002/PR/060/2022;5.0;;98;PR/060/2022;Dinamização de 2 Living Labs ;Sim;;05/01/2023;08/01/2023;3;0;98;Modelo de Institucionalização de Avaliação de Políticas;Atividade;31/07/2023 03:20;Mathias Eistrup;False
AT/003/PR/060/2022;6.0;;98;PR/060/2022;Arquivo digital do projeto;Não;;08/01/2023;30/11/2023;326;0;98;Modelo de Institucionalização de Avaliação de Políticas;Entregável;20/10/2023 04:51;Mathias Eistrup;False
AT/002/PR/065/2022;5.0;;102;PR/065/2022;Validação da estrutura e template com a Direção;Sim;;20/01/2023;31/01/2023;11;0;102;Newsletter Externa;Entregável;02/10/2023 08:36;Sofia Santos;False
AT/005/PR/073/2022;6.0;;110;PR/073/2022;Navegador de Planos/Plataforma;Não;;30/08/2022;31/12/2023;488;0;110;Sistematização de instrumentos planeamento;Entregável;12/10/2023 04:22;João Pinto Dutra;False
AT/006/PR/073/2022;6.0;;110;PR/073/2022;Relatório de análise dos atuais planos e estratégias;Não;;01/01/2023;30/06/2023;180;0;110;Sistematização de instrumentos planeamento;Entregável;12/10/2023 04:22;João Pinto Dutra;False
AT/007/PR/073/2022;6.0;;110;PR/073/2022;Guia e Léxico de IP (Instrumentos de Planeamento);Não;;01/08/2023;30/12/2023;151;0;110;Sistematização de instrumentos planeamento;Entregável;12/10/2023 04:22;João Pinto Dutra;False
AT/008/PR/073/2022;6.0;;110;PR/073/2022;Documento de proposta revisão Lei quadro+aspectos para bom funcionamento do processo;Não;;01/06/2023;30/12/2023;212;0;110;Sistematização de instrumentos planeamento;Entregável;12/10/2023 04:23;João Pinto Dutra;False
AT/009/PR/073/2022;6.0;;110;PR/073/2022;Debates internos PlanAPP Planeamento;Não;;01/01/2023;30/12/2023;363;0;110;Sistematização de instrumentos planeamento;Atividade;12/10/2023 04:23;João Pinto Dutra;False
AT/010/PR/073/2022;5.0;;110;PR/073/2022;Participação activa em eventos e conferências (Conf. Uni Minho, Conf. UBI Políticas Públicas, Conf. Planeamento Público e Democrático…);Não;;01/10/2022;30/12/2023;455;0;110;Sistematização de instrumentos planeamento;Evento;12/10/2023 04:23;João Pinto Dutra;False
AT/008/PR/074/2022;7.0;;111;PR/074/2022;Nota Rápida: Como funciona o MIBEL;Sim;;01/08/2022;30/10/2022;90;0;111;Estudos Prospetivos;Entregável;12/10/2023 04:24;João Pinto Dutra;False
AT/009/PR/074/2022;7.0;;111;PR/074/2022;Nota rápida: Regresso da História - Balanço e Prospetiva Guerra e notas;Sim;;01/10/2022;31/12/2022;91;0;111;Estudos Prospetivos;Entregável;12/10/2023 04:24;João Pinto Dutra;False
AT/010/PR/074/2022;7.0;;111;PR/074/2022;Debate PlanAPP: 9 meses de guerra;Sim;;01/10/2022;15/12/2022;75;0;111;Estudos Prospetivos;Evento;12/10/2023 04:24;João Pinto Dutra;False
AT/011/PR/074/2022;6.0;;111;PR/074/2022;Desenvolver Megatendências para AP;Não;;15/01/2023;30/12/2023;349;0;111;Estudos Prospetivos;Atividade;12/10/2023 04:24;João Pinto Dutra;False
AT/012/PR/074/2022;6.0;;111;PR/074/2022;Integração de elementos prospetivos nas GO e PNR;Não;;01/01/2023;01/05/2023;120;0;111;Estudos Prospetivos;Atividade;12/10/2023 04:23;João Pinto Dutra;False
AT/013/PR/074/2022;5.0;;111;PR/074/2022;Colaboração na elaboração de vários relatórios do projecto Autonomia Estratégica Aberta (Open Strategic Autonomy) liderado pela Oficina Nacional de Prospetiva e Estratégia com a participação de 23 estados-membros, incluindo visão portuguesa face ao concei;Não;;30/11/2022;30/10/2023;334;0;111;Estudos Prospetivos;Atividade;12/10/2023 04:24;João Pinto Dutra;False
AT/003/PR/075/2022;7.0;;112;PR/075/2022;1º Reunião da Comunidade de Prospetiva da AP;Sim;;01/10/2022;30/10/2022;29;0;112;Promover a literacia em prospetiva;Evento;12/10/2023 04:24;João Pinto Dutra;False
AT/004/PR/075/2022;6.0;;112;PR/075/2022;Inquérito e mini-diagnóstico da prospetiva na AP;Não;;01/11/2022;10/01/2023;70;0;112;Promover a literacia em prospetiva;Atividade;12/10/2023 04:24;João Pinto Dutra;False
AT/005/PR/075/2022;6.0;;112;PR/075/2022;Acompanhamento LAB 2050;Não;;01/10/2022;30/12/2023;455;0;112;Promover a literacia em prospetiva;Atividade;12/10/2023 04:24;João Pinto Dutra;False
AT/006/PR/075/2022;6.0;;112;PR/075/2022;Promover capacitação em Prospetiva interna mas aberta a membros da Replan;Não;;20/03/2023;14/04/2023;25;0;112;Promover a literacia em prospetiva;Atividade;12/10/2023 04:24;João Pinto Dutra;False
AT/007/PR/075/2022;6.0;;112;PR/075/2022;Promover debates e workshops no PlanAPP sobre prospetiva;Não;;01/01/2023;30/12/2023;363;0;112;Promover a literacia em prospetiva;Atividade;12/10/2023 04:24;João Pinto Dutra;False
AT/008/PR/075/2022;6.0;;112;PR/075/2022;Desenho de formação em prospetiva para AP e sua implementação, incluindo desenvolvimento de manuais;Não;;30/09/2023;30/12/2023;91;0;112;Promover a literacia em prospetiva;Atividade;12/10/2023 04:24;João Pinto Dutra;False
AT/009/PR/075/2022;6.0;;112;PR/075/2022;Coordenação da participação Portuguesa envolvendo várias entidades no Projeto Autonomia Estratégica Aberta (Open Strategic Autonomy) ;Não;;01/01/2023;30/10/2023;302;0;112;Promover a literacia em prospetiva;Atividade;12/10/2023 04:24;João Pinto Dutra;False
AT/010/PR/075/2022;5.0;;112;PR/075/2022;Colaboração com várias entidades no âmbito da Replan para Estudo e relatório sobre megatendências com identificação e descrição dos potenciais impactos para Portugal (que serão alvo de actualizações regulares no futuro);Não;;01/01/2023;30/12/2023;363;0;112;Promover a literacia em prospetiva;Atividade;12/10/2023 04:24;João Pinto Dutra;False
AT/001/PR/076/2022;5.0;;113;PR/076/2022;"Elaboração do documento de trabalho ""Fundamentação para a proposta de reprogramação do Plano de Recuperação e Resiliência nacional""";Sim;;25/11/2022;10/01/2023;46;0;113;Apoio à reprogramção do PRR nacional;Atividade;12/10/2023 04:24;João Pinto Dutra;False
AT/001/PR/081/2022;6.0;;120;PR/081/2022;Preparação e desenvolvimento de metodologia;Sim;;01/01/2022;30/04/2022;119;0;120;Análise de fontes abertas;Atividade;12/10/2023 04:30;João Pinto Dutra;False
AT/002/PR/081/2022;6.0;;120;PR/081/2022;Construção de base de dados;Sim;;05/01/2022;30/05/2022;145;0;120;Análise de fontes abertas;Atividade;12/10/2023 04:29;João Pinto Dutra;False
AT/003/PR/081/2022;6.0;;120;PR/081/2022;Seleção de fontes de publicação de conteúdos;Sim;;06/01/2022;30/06/2022;175;0;120;Análise de fontes abertas;Atividade;12/10/2023 04:29;João Pinto Dutra;False
AT/004/PR/081/2022;6.0;;120;PR/081/2022;Definição de filtros;Sim;;07/01/2022;30/07/2022;204;0;120;Análise de fontes abertas;Atividade;12/10/2023 04:29;João Pinto Dutra;False
AT/005/PR/081/2022;6.0;;120;PR/081/2022;Recolha de dados;Sim;;09/01/2022;30/09/2022;264;0;120;Análise de fontes abertas;Atividade;12/10/2023 04:29;João Pinto Dutra;False
AT/006/PR/081/2022;6.0;;120;PR/081/2022;Construção de interface;Sim;;10/01/2022;31/10/2022;294;0;120;Análise de fontes abertas;Atividade;12/10/2023 04:30;João Pinto Dutra;False
AT/007/PR/081/2022;7.0;;120;PR/081/2022;Apresentação os resultados da fase de prototipagem ;Sim;;20/12/2022;20/12/2022;0;0;120;Análise de fontes abertas;Marco;12/10/2023 04:30;João Pinto Dutra;False
AT/008/PR/081/2022;8.0;;120;PR/081/2022;Manual metodológico do sistema de gestão de competências do PlanAPP;Sim;;01/10/2022;21/12/2022;81;0;120;Análise de fontes abertas;Entregável;12/10/2023 04:29;João Pinto Dutra;False
AT/009/PR/081/2022;7.0;;120;PR/081/2022;Elaboração de relatório de impacto de comunicação do PlanAPP em 2022;Sim;;01/11/2023;25/02/2023;%23Nome?;0;120;Análise de fontes abertas;Entregável;12/10/2023 04:29;João Pinto Dutra;False
AT/001/PR/082/2022;7.0;;121;PR/082/2022;"Participação na Formação de Formadores em ""Evidência para a Política” em Bruxelas";Sim;;10/10/2022;13/10/2022;3;0;121;Workshops Ciência e Política Pública;Evento;12/10/2023 04:31;João Pinto Dutra;False
AT/002/PR/082/2022;6.0;;121;PR/082/2022;Desenho e organização de 2 Cafés do Conhecimento no PlanAPP (teste piloto-workshops);Sim;;20/10/2022;12/11/2022;23;0;121;Workshops Ciência e Política Pública;Atividade;12/10/2023 04:30;João Pinto Dutra;False
AT/003/PR/082/2022;6.0;;121;PR/082/2022;Participação na sessão Comunidade de Prática ToT-S4P - Bruxelas;Sim;;22/11/2022;23/11/2022;1;0;121;Workshops Ciência e Política Pública;Evento;12/10/2023 04:31;João Pinto Dutra;False
AT/004/PR/082/2022;6.0;;121;PR/082/2022;Criação de folhetos descritivos, certificados e cartazes sobre os workshops;Sim;;11/01/2022;15/01/2023;369;0;121;Workshops Ciência e Política Pública;Atividade;12/10/2023 04:31;João Pinto Dutra;False
